epoch,acc,loss,val_acc,val_loss
0,0.529796511628,2.20761873602,0.598434793772,1.13628409397
1,0.610338725986,1.00949658655,0.615818846623,0.988103745502
2,0.635901162791,0.92644710896,0.637500801847,0.934987112969
3,0.666614004044,0.855542027063,0.610558727312,0.978199332519
4,0.706869312437,0.768803598512,0.733016870874,0.733102141728
5,0.733253286148,0.706240831689,0.679902495349,0.921435323329
6,0.744754802831,0.670428399978,0.710757585481,0.781119721502
7,0.756983063701,0.639237757843,0.724228622751,0.729544895715
8,0.768137007078,0.61136605347,0.743408813907,0.680205962543
9,0.775341253792,0.592031205808,0.75161973187,0.644136286096
10,0.785610465116,0.567528277395,0.749374558988,0.642383231389
11,0.793225480283,0.547810116709,0.737507216631,0.693040547499
12,0.802199191102,0.524999682994,0.753095131182,0.670903798624
13,0.810256572295,0.502036641081,0.711912245818,0.819568630009
14,0.817839989889,0.484966287252,0.725768169867,0.765409618826
15,0.827066481294,0.464010697763,0.740714606457,0.892677803873
16,0.834333923155,0.441902512713,0.749438706784,0.711349802353
17,0.841411779575,0.423634912142,0.758226954908,0.786934672113
18,0.849279575329,0.400753154826,0.724998396309,0.764179020212
19,0.855662285137,0.384946321461,0.718198729877,0.848213297948
20,0.86334049545,0.362982636308,0.731220732572,0.829884404549
21,0.874241658241,0.339699796937,0.741548527812,0.894268791582
